to_act_card,opponent_card,to_act_coins,opponent_coins,phase,pending_action,pending_action_by,pending_block,pending_block_by,result,dtm,best_moves
Assassin,Assassin,10,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Assassin,10,10,ACTION,,,,,win,2,Coup
Assassin,Assassin,10,11,ACTION,,,,,win,2,Coup
Assassin,Assassin,11,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,2,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Assassin,Assassin,11,2,BLOCK,Assassinate,opponent,,,loss,2,pass
Assassin,Assassin,11,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,3,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Assassin,Assassin,11,3,BLOCK,Assassinate,opponent,,,loss,2,pass
Assassin,Assassin,11,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,4,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Assassin,Assassin,11,4,BLOCK,Assassinate,opponent,,,loss,2,pass
Assassin,Assassin,11,4,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,5,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Assassin,Assassin,11,5,BLOCK,Assassinate,opponent,,,loss,2,pass
Assassin,Assassin,11,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Assassin,11,5,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,6,ACTION,,,,,win,2,Coup
Assassin,Assassin,11,6,ACTION_CHALLENGE,Assassinate,opponent,,,loss,3,pass
Assassin,Assassin,11,6,BLOCK,Assassinate,opponent,,,loss,2,pass
Assassin,Assassin,11,6,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Assassin,11,6,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Assassin
Assassin,Assassin,11,7,ACTION,,,,,win,2,Coup
Assassin,Assassin,11,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Assassin,11,8,ACTION,,,,,win,2,Coup
Assassin,Assassin,11,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Assassin,11,9,ACTION,,,,,win,2,Coup
Assassin,Assassin,11,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Assassin,11,10,ACTION,,,,,win,2,Coup
Assassin,Assassin,11,11,ACTION,,,,,win,2,Coup
Assassin,Captain,0,0,ACTION,,,,,loss,22,Foreign Aid
Assassin,Captain,0,0,BLOCK,Foreign Aid,opponent,,,loss,18,pass
Assassin,Captain,0,1,ACTION,,,,,loss,18,Foreign Aid
Assassin,Captain,0,2,ACTION,,,,,loss,17,Foreign Aid
Assassin,Captain,0,3,ACTION,,,,,loss,13,Foreign Aid
Assassin,Captain,0,4,ACTION,,,,,loss,12,Foreign Aid
Assassin,Captain,0,5,ACTION,,,,,loss,8,Foreign Aid
Assassin,Captain,0,6,ACTION,,,,,loss,7,Foreign Aid
Assassin,Captain,0,7,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,0,8,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,0,9,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,0,10,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,0,11,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,1,0,ACTION_CHALLENGE,Steal,opponent,,,loss,20,pass
Assassin,Captain,1,0,BLOCK,Foreign Aid,opponent,,,loss,20,pass
Assassin,Captain,1,0,BLOCK,Steal,opponent,,,loss,19,pass
Assassin,Captain,1,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,1,1,ACTION,,,,,loss,19,Foreign Aid
Assassin,Captain,1,1,ACTION_CHALLENGE,Steal,opponent,,,loss,19,pass
Assassin,Captain,1,1,BLOCK,Foreign Aid,opponent,,,loss,15,pass
Assassin,Captain,1,1,BLOCK,Steal,opponent,,,loss,18,pass
Assassin,Captain,1,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,1,2,ACTION,,,,,loss,19,Foreign Aid
Assassin,Captain,1,2,ACTION_CHALLENGE,Steal,opponent,,,loss,15,pass
Assassin,Captain,1,2,BLOCK,Foreign Aid,opponent,,,loss,15,pass
Assassin,Captain,1,2,BLOCK,Steal,opponent,,,loss,14,pass
Assassin,Captain,1,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,1,3,ACTION,,,,,loss,14,Foreign Aid
Assassin,Captain,1,3,ACTION_CHALLENGE,Steal,opponent,,,loss,14,pass
Assassin,Captain,1,3,BLOCK,Foreign Aid,opponent,,,loss,10,pass
Assassin,Captain,1,3,BLOCK,Steal,opponent,,,loss,13,pass
Assassin,Captain,1,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,1,4,ACTION,,,,,loss,14,Foreign Aid
Assassin,Captain,1,4,ACTION_CHALLENGE,Steal,opponent,,,loss,10,pass
Assassin,Captain,1,4,BLOCK,Foreign Aid,opponent,,,loss,10,pass
Assassin,Captain,1,4,BLOCK,Steal,opponent,,,loss,9,pass
Assassin,Captain,1,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,1,5,ACTION,,,,,loss,9,Foreign Aid
Assassin,Captain,1,5,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Assassin,Captain,1,5,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,1,5,BLOCK,Steal,opponent,,,loss,8,pass
Assassin,Captain,1,6,ACTION,,,,,loss,9,Foreign Aid
Assassin,Captain,1,6,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,1,6,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,1,6,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,1,7,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,1,7,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,1,7,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,1,7,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,1,8,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,1,8,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,1,8,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,1,8,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,1,9,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,1,9,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,1,9,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,1,9,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,1,10,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,1,11,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,2,0,ACTION_CHALLENGE,Steal,opponent,,,loss,19,pass
Assassin,Captain,2,0,BLOCK,Foreign Aid,opponent,,,loss,20,pass
Assassin,Captain,2,0,BLOCK,Steal,opponent,,,loss,18,pass
Assassin,Captain,2,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,2,1,ACTION,,,,,loss,19,Foreign Aid
Assassin,Captain,2,1,ACTION_CHALLENGE,Steal,opponent,,,loss,15,pass
Assassin,Captain,2,1,BLOCK,Foreign Aid,opponent,,,loss,15,pass
Assassin,Captain,2,1,BLOCK,Steal,opponent,,,loss,14,pass
Assassin,Captain,2,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,2,2,ACTION,,,,,loss,19,Foreign Aid
Assassin,Captain,2,2,ACTION_CHALLENGE,Steal,opponent,,,loss,14,pass
Assassin,Captain,2,2,BLOCK,Foreign Aid,opponent,,,loss,15,pass
Assassin,Captain,2,2,BLOCK,Steal,opponent,,,loss,13,pass
Assassin,Captain,2,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,2,3,ACTION,,,,,loss,14,Foreign Aid
Assassin,Captain,2,3,ACTION_CHALLENGE,Steal,opponent,,,loss,10,pass
Assassin,Captain,2,3,BLOCK,Foreign Aid,opponent,,,loss,10,pass
Assassin,Captain,2,3,BLOCK,Steal,opponent,,,loss,9,pass
Assassin,Captain,2,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,2,4,ACTION,,,,,loss,14,Foreign Aid
Assassin,Captain,2,4,ACTION_CHALLENGE,Steal,opponent,,,loss,9,pass
Assassin,Captain,2,4,BLOCK,Foreign Aid,opponent,,,loss,10,pass
Assassin,Captain,2,4,BLOCK,Steal,opponent,,,loss,8,pass
Assassin,Captain,2,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,2,5,ACTION,,,,,loss,9,Foreign Aid
Assassin,Captain,2,5,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,2,5,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,2,5,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,2,6,ACTION,,,,,loss,9,Foreign Aid
Assassin,Captain,2,6,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,2,6,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,2,6,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,2,7,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,2,7,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,2,7,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,2,7,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,2,8,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,2,8,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,2,8,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,2,8,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,2,9,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,2,9,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,2,9,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Assassin,Captain,2,9,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,2,10,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,2,11,ACTION,,,,,loss,4,Foreign Aid
Assassin,Captain,3,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,3,1,ACTION_CHALLENGE,Steal,opponent,,,loss,16,pass
Assassin,Captain,3,1,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,1,BLOCK,Steal,opponent,,,loss,15,pass
Assassin,Captain,3,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,3,2,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,2,ACTION_CHALLENGE,Steal,opponent,,,loss,16,pass
Assassin,Captain,3,2,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,2,BLOCK,Steal,opponent,,,loss,15,pass
Assassin,Captain,3,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,3,3,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,3,ACTION_CHALLENGE,Steal,opponent,,,loss,11,pass
Assassin,Captain,3,3,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,3,BLOCK,Steal,opponent,,,loss,10,pass
Assassin,Captain,3,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,3,4,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,4,ACTION_CHALLENGE,Steal,opponent,,,loss,11,pass
Assassin,Captain,3,4,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,4,BLOCK,Steal,opponent,,,loss,10,pass
Assassin,Captain,3,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,3,5,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,5,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,3,5,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,5,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,3,6,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,6,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,3,6,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,6,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,3,7,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,7,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,3,7,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,7,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,3,8,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,8,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,3,8,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,8,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,3,9,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,9,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,3,9,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,3,9,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,3,10,ACTION,,,,,win,4,Assassinate
Assassin,Captain,3,11,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,4,1,ACTION_CHALLENGE,Steal,opponent,,,loss,16,pass
Assassin,Captain,4,1,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,1,BLOCK,Steal,opponent,,,loss,15,pass
Assassin,Captain,4,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,4,2,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,2,ACTION_CHALLENGE,Steal,opponent,,,loss,16,pass
Assassin,Captain,4,2,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,2,BLOCK,Steal,opponent,,,loss,15,pass
Assassin,Captain,4,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,4,3,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,3,ACTION_CHALLENGE,Steal,opponent,,,loss,11,pass
Assassin,Captain,4,3,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,3,BLOCK,Steal,opponent,,,loss,10,pass
Assassin,Captain,4,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,4,4,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,4,ACTION_CHALLENGE,Steal,opponent,,,loss,11,pass
Assassin,Captain,4,4,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,4,BLOCK,Steal,opponent,,,loss,10,pass
Assassin,Captain,4,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,4,5,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,5,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,4,5,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,5,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,4,6,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,6,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,4,6,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,6,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,4,7,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,7,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,4,7,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,7,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,4,8,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,8,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,4,8,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,8,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,4,9,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,9,ACTION_CHALLENGE,Steal,opponent,,,loss,6,pass
Assassin,Captain,4,9,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,4,9,BLOCK,Steal,opponent,,,loss,5,pass
Assassin,Captain,4,10,ACTION,,,,,win,4,Assassinate
Assassin,Captain,4,11,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,5,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,5,2,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,2,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,2,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,5,3,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,3,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,3,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,3,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,5,4,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,4,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,4,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,4,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,5,5,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,5,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,5,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,5,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,6,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,6,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,6,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,6,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,7,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,7,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,7,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,7,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,8,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,8,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,8,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,8,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,9,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,9,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,5,9,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,5,9,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,5,10,ACTION,,,,,win,4,Assassinate
Assassin,Captain,5,11,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,6,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,6,2,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,2,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,2,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,6,3,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,3,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,3,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,3,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,6,4,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,4,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,4,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,4,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,6,5,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,5,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,5,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,5,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,6,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,6,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,6,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,6,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,7,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,7,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,7,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,7,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,8,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,8,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,8,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,8,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,9,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,9,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,6,9,BLOCK,Foreign Aid,opponent,,,win,5,pass
Assassin,Captain,6,9,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,6,10,ACTION,,,,,win,4,Assassinate
Assassin,Captain,6,11,ACTION,,,,,win,4,Assassinate
Assassin,Captain,7,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,7,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,7,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,7,3,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,7,3,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,7,3,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,7,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,7,4,ACTION,,,,,win,2,Coup
Assassin,Captain,7,4,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,7,4,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,7,4,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,7,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,7,5,ACTION,,,,,win,2,Coup
Assassin,Captain,7,5,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,7,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,7,5,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,7,6,ACTION,,,,,win,2,Coup
Assassin,Captain,7,6,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,7,6,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,7,6,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,7,7,ACTION,,,,,win,2,Coup
Assassin,Captain,7,7,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,7,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,7,7,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,7,8,ACTION,,,,,win,2,Coup
Assassin,Captain,7,8,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,7,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,7,8,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,7,9,ACTION,,,,,win,2,Coup
Assassin,Captain,7,9,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,7,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,7,9,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,7,10,ACTION,,,,,win,2,Coup
Assassin,Captain,7,11,ACTION,,,,,win,2,Coup
Assassin,Captain,8,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,8,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,8,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,8,3,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,8,3,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,8,3,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,8,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,8,4,ACTION,,,,,win,2,Coup
Assassin,Captain,8,4,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,8,4,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,8,4,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,8,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Assassin
Assassin,Captain,8,5,ACTION,,,,,win,2,Coup
Assassin,Captain,8,5,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
Assassin,Captain,8,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Assassin,Captain,8,5,BLOCK,Steal,opponent,,,win,5,pass
Assassin,Captain,8,6,ACTION,,,,,win,2,Coup
Assassin,Captain,8,6,ACTION_CHALLENGE,Steal,opponent,,,win,6,pass
